station_id,station_name,bike_route_length_m,street_length_m,rail_stops_count,bus_stops_count
1077,Public Rack - 83rd Pl & Kedzie Ave N,0.0,10881.08650548957,0,9
1078,Public Rack - 85th Pl & Pulaski Rd,0.0,10641.907224503913,0,16
1079,Public Rack - Kedzie Ave & 83rd St,0.0,11361.791615393591,0,10
1080,Public Rack - Spaulding Ave & 71st St,0.0,7299.726438257442,0,16
1081,Public Rack - Rockwell Ave & 71st St,0.0,11463.310491235603,0,12
1083,Public Rack - 63rd St & Meade Ave,214.81967658561638,10807.631116116701,0,17
1084,Public Rack - Linder Ave & 64th Pl,106.77408577968592,6725.715263899065,0,18
1085,Public Rack - 63rd Pl & Narraganssett Ave,556.7447097575777,9669.113872059692,0,23
1086,Public Rack - 63rd St and Nagle Ave,573.1312036510009,10634.551165507306,0,24
1087,Public Rack - Sayre Ave & 59th St,0.0,8472.998415765498,0,4
1088,Public Rack - Natoma Ave & 61st St,661.0128780240537,10081.657507289947,0,8
1089,Public Rack - Normandy Ave & Archer Ave,0.0,11714.886744020127,0,10
1090,Public Rack - Minuteman Park,0.0,5955.252491037353,0,0
1091,Public Rack - Mulligan Ave & 56th St,0.0,11364.722283168478,0,19
1092,Public Rack - 56th St & Mulligan Ave,0.0,11361.934925847558,0,19
1093,Public Rack - 61st St & Melvina Ave,0.0,10181.35571135525,0,18
1094,Public Rack - Mason Ave & Archer Ave,0.0,11082.172413497725,0,22
1095,Public Rack - Mobile Ave & Archer Ave,0.0,11555.829268894706,0,19
1096,Public Rack - Austin Ave & Archer Ave,0.0,11097.255554742367,0,22
1097,Public Rack - Meade Ave & Archer Ave,0.0,11310.468716844898,0,22
1098,Public Rack - New England Ave & Irving Park Rd,0.0,5322.147563481876,0,0
1099,Public Rack - Leland Ave & Melvina Ave,789.6394607827484,9499.787627294867,0,19
1100,Public Rack - Melvina Ave & Montrose Ave,0.0,9801.017874141948,0,22
1101,Public Rack - Menard Ave & Leland Ave,1380.0971289970425,11325.066205161711,0,21
1102,Public Rack - Central Ave & Pensacola Ave,237.18813040277234,10885.283537618885,0,20
1103,Public Rack - Irving Park Rd & Menard Ave,0.0,11551.200150375142,0,22
1104,Public Rack - Irving Park Rd & Austin Ave,0.0,11385.66079704522,0,20
1105,Public Rack - Irving Park Rd & Parkside Ave,491.5225522991941,9646.797095285832,0,16
1106,Public Rack - Irving Park Rd & Melvina Ave,153.6779958411832,10672.918444820063,0,18
1107,Public Rack - Milwaukee Ave & Warner Ave,1003.6430974701584,11812.649076644559,0,32
1108,Public Rack - Cicero Ave & Belle Plaine Ave,980.1065988721421,10890.947277457548,0,28
1109,Public Rack - Milwaukee Ave & Sunnyside Ave,999.1215605570907,10772.351842414118,0,17
1110,Public Rack - Milwaukee Ave & Culyer Ave,983.6287152754999,11632.627907559601,0,27
1111,Public Rack - Lavergne Ave & Belle Plaine Ave,939.277703671869,11645.487389353242,0,25
111111,w. Chicago Warehouse,0.0,6491.901813623717,0,16
1112,Public Rack - Milwaukee Ave & Pensacola Ave,999.1108303619992,11524.100188394948,0,22
1113,Public Rack - Irving Park Rd & Leclaire Ave,438.36748203037905,11936.052971707379,0,14
1114,Public Rack - Montrose Ave & Lavergne Ave,921.8006013623655,11770.547209917162,0,24
1115,Public Rack - Milwaukee Ave & Leland Ave,1916.7651715617621,12960.605527641834,0,25
1116,Public Rack - Oak Park Ave & Foster Ave,0.0,6651.2100671580965,0,7
1117,Public Rack - Nordica Ave & Higgins Ave,0.0,15347.593488965684,0,17
1118,Public Rack - Mont Clare Ave & Higgins Ave,0.0,15363.393188777456,1,18
1119,Public Rack - Central Ave & Lawrence Ave,1927.7123752243567,10802.774833678726,0,23
1120,Public Rack - Milwaukee Ave & Catalpa Ave,2059.15595454568,14424.464007005556,0,16
1121,Public Rack - Milwaukee Ave & Higgins Ave,1995.9805306311632,12766.036534303466,1,30
1122,Public Rack - Winona St & Elston Ave,1372.3198073541996,11708.301627631003,0,18
1123,Public Rack - Milwaukee Ave & Lawrence Ave,2001.0873142778305,13016.14556571304,1,33
1124,Public Rack - Lotus Ave & Lawrence Ave,2682.600039533933,11872.346420230122,1,39
1125,Public Rack - Milwaukee Ave & Kennedy Expy,2629.8921551197136,12819.919389720977,1,36
1126,Public Rack - Milwaukee Ave & Kennedy Expy,1475.205841451315,13351.801720848141,1,23
1127,Public Rack - Karlov Ave & Lawrence Ave,999.5781179196267,12384.497743479671,0,20
1128,Public Rack - 4810 Keeler Ave,1556.171504518537,12315.941443852487,0,16
1129,Public Rack - Elston Ave & Kenneth Ave,1992.5382456592001,11648.792326717712,0,10
1130,Public Rack - Elston Ave & Gunnison St,1991.702473127552,11350.379582898133,0,10
1131,Public Rack - Springfield Ave & Lawrence Ave,998.4060530084918,11450.480201322074,0,20
1132,Public Rack - Lawrence Ave & Kimball Ave,2035.6493811635755,11236.891855137823,2,22
1133,Public Rack - Bernard St & Foster Ave,726.5339545918438,10931.674692251654,0,23
1134,Public Rack - Kimball Ave & Lawrence Ave,2159.0704566795785,10832.55730826895,2,21
1135,Public Rack - Higgins Ave & Neva Ave,0.0,15450.307643311464,1,17
1136,Public Rack - William J Onahan Public School,407.2114316267611,10836.899024762415,0,8
1137,Public Rack - Nina Ave & Avondale Ave,981.1127097611436,9660.177750971332,0,11
1138,Public Rack - Normandy Ave & Raven St,376.1903755611869,10855.070506881922,0,8
1139,Public Rack - Northwest Hwy & Raven St,998.1321375657476,9643.454791283073,0,10
1140,Public Rack - Natoma Ave & Bryn Mawr Ave,512.1171186988563,12616.400994450927,0,15
1141,Public Rack - Holbrook St & Milwaukee Ave,1567.946967585396,11757.767692929538,0,7
1142,Public Rack - Haft Ave & Milwaukee Ave,809.645099735081,9754.607392447177,0,9
1143,Public Rack - Mason Ave & Milwaukee Ave,1708.8988286953172,12149.823447647539,0,1
1144,Public Rack - Miami Ave & Milwaukee Ave,1708.0582444892302,12172.535810613886,0,5
1145,Public Rack - Peterson Ave & Milwaukee Ave,1873.9222274069255,12377.709034044821,0,0
1146,Public Rack - Bryn Mawr Ave & Milwaukee Ave,1831.3753932927816,11974.75090758164,0,7
1147,Public Rack - Kedvale Ave & Peterson Ave,0.0,7851.253709002967,0,10
1148,Public Rack - Pulaski Rd & Stevens Ave,0.0,7766.684170288346,0,9
1149,Public Rack - Lemont Ave & Keating Ave,0.0,11978.848959159224,0,14
1150,Public Rack - Bryn Mawr Ave & Spaulding Ave,1717.2194673987285,10286.522821400784,0,10
1152,Public Rack - Pratt Ave & Odell Ave,74.11952701859279,10898.446603153401,0,4
1154,Public Rack - Ozanam Ave & Devon Ave,0.0,6908.941278942165,0,5
1155,Public Rack - Olmstead Ave & Oliphant Ave,55.190970172552,11287.523916225235,0,8
1156,Public Rack - Northwest Hwy & Overhill Ave,0.0,10931.453325287755,0,0
1157,Public Rack - Northwest Hwy & Neva Ave,999.5592591167789,10732.428872351364,0,16
1158,Public Rack - Northwest Hwy & Highland Ave,998.4213496215967,10702.093213302403,0,16
1159,Public Rack - Devon Ave & Minnehaha Ave (east),0.0,10632.924579479124,0,14
1161,Public Rack - Kinzua Ave & Devon Ave,0.0,10579.510112817798,0,15
1162,Public Rack - Leoti Ave & Central Ave (north),0.0,10941.40271165001,0,15
1163,Public Rack - Devon Ave & Minnehaha Ave (west),0.0,10587.757198142337,0,14
1164,Public Rack - Devon Ave & Kinzua Ave,0.0,10339.557220026813,0,16
1165,Public Rack - Devon Ave & Central Ave,0.0,10528.565574884995,0,15
1166,Public Rack - Minnehaha Ave & Devon Ave,0.0,10431.494496389305,0,14
1167,Public Rack - Leoti Ave & Central Ave (south),0.0,11103.93538343517,0,13
1168,Public Rack - Hiawatha Ave & Minnehaha Ave,0.0,8890.088277509936,0,1
1169,Public Rack - Brooks Park,0.0,7215.540712446864,0,0
1170,Public Rack - Ottowa Ave & Touhy Ave,0.0,8208.551166163026,0,0
1171,Public Rack - Overhill Ave & Touhy Ave,0.0,7370.790661499504,0,0
1172,Public Rack - Touhy Ave & Oconto Ave,0.0,6972.110494287582,0,0
1173,Public Rack - Octavia Ave & Touhy Ave,0.0,8101.932379129034,0,0
1174,Public Rack - Osceola Ave & Touhy Ave,0.0,10958.027871984932,0,0
1175,Public Rack - Hiawatha & Mendota,0.0,10355.89596534941,0,5
1176,Public Rack - Imlay & Milwaukee,209.21328611953476,7146.875080552934,0,5
1177,Public Rack - Sayer & Northwest Hwy,999.0051149337521,10771.45000670389,0,12
1178,Public Rack - Harlem & Palatine,957.1971406015972,10450.240819807783,0,14
1179,Public Rack - Oketo & Northwest Hwy,494.41288932988186,11161.764252437064,0,12
1180,Public Rack - N. Oakview and W. Gregory St,0.0,6661.932353551619,0,10
1181,Public Rack - Delphina & Foster,0.0,6683.93468992112,0,8
1182,Public Rack - Cumberland & Catherine,0.0,7927.279685653135,0,14
1183,Public Rack - Canfield & Victoria,0.0,10511.14800075413,0,0
1184,Public Rack - Ozman & Talcott,0.0,7059.457796910689,0,6
1185,Public Rack - W. Talcott & N. Oriole,0.0,8437.346352167797,0,3
1186,Public Rack - Oketo & Talcott,0.0,6761.373839164347,0,6
1187,Public Rack - Odell & Talcott,0.0,7230.166952087484,0,6
1188,Public Rack - Harlem & Summerdale,0.0,12374.329402096533,0,20
1189,Public Rack - Neva & Foster,0.0,10096.747841936225,0,13
1190,Public Rack - Neenah & Dakin,554.6981595732514,5249.7567457349,0,16
1191,Public Rack - Central & Berteau,0.0,9768.560261202974,0,23
1192,Public Rack - Central & Leland,1700.2360183767676,11007.553525974992,0,15
1193,Public Rack - Neola & Northwest Hwy,999.1669741077176,9494.169143202862,0,10
1194,Public Rack - Norwood Park,863.4180661813485,9023.136961706692,0,9
1195,Public Rack - Nashotah & Northwest Hwy,998.896278309492,9917.927653154256,0,19
1196,Public Rack - Mulligan & Northwest Hwy,998.8923181403901,12897.69071898034,0,19
1197,Public Rack - Northwest Hwy & Bryn Mawr,998.7271139205998,14199.498571123937,0,14
1198,Public Rack - Oak Park & Higgins,0.0,13488.148591510653,0,8
1199,Public Rack - Nagel & Higgins,0.0,11767.830232671316,0,22
1200,Public Rack - Melvina & Foster,0.0,11592.142406502857,0,17
1201,Public Rack - Austin & Higgins,30.069663763655157,11846.620000316378,0,11
1202,Public Rack - Mango & Higgins,736.6644733249684,13123.575527388604,0,16
1203,Public Rack - Lavergne & Lawrence,998.7635504067595,14651.793388858845,0,13
1204,Public Rack - Leamington & Elston,1773.5179819688233,10039.253175969216,0,7
1205,Public Rack - Lynch & Elston,1000.0589166605455,8785.970653012426,0,1
1206,Public Rack - Linder & Elston,999.5047845819184,10679.8199720983,0,10
1207,Public Rack - Parkside & Elston,1219.3286668374476,10953.839123975577,0,10
1208,Public Rack - Central & Prescott,0.0,4959.484303472305,0,17
1209,Public Rack - Leader & Caldwell,0.0,10421.689705105046,0,6
1210,Public Rack - Cicero & Rosemont,0.0,9371.118609167142,0,10
1211,Public Rack - Keating & Peterson,0.0,12522.210076806987,0,13
1212,Public Rack - Forest Glen & Peterson,0.0,11560.053510946404,0,15
1213,Public Rack - Kostner & Peterson,0.0,10541.254285923244,0,10
1214,Public Rack - Pulaski & Rosemont,0.0,9010.54168462567,0,0
1215,Public Rack - Avers & Granville,0.0,9421.504906737466,0,2
1216,Public Rack - St Louis & Lincoln,5.1110913313391135,7748.110610770526,0,12
1217,Public Rack - Christiana & Lincoln,1063.0021583638088,9852.795638088017,0,23
1218,Public Rack - Central Park & Peterson,0.0,8507.67279618217,0,16
1219,Public Rack - Kimball & Ardmore,1091.0291692135993,10789.76256163416,0,16
1220,Public Rack - Kostner & Bryn Mawr,0.0,7102.46836908728,0,0
1221,Public Rack - Pulaski & Ardmore,0.0,3786.7147213750386,0,10
1222,Public Rack - Central Park & Bryn Mawr,118.81076298193611,4482.732191458297,0,2
1223,Public Rack - Kenton & Lawrence,1940.846479996639,13455.78597575485,0,14
1224,Public Rack - Kilpatrick & Elston,1883.7164354093889,12323.075400380809,0,15
1225,Public Rack - Kenneth & Carmen,426.21242257933665,9702.823780636743,0,7
1226,Public Rack - Avers & Lawrence,998.9373992693218,11313.390925526171,0,17
1227,Public Rack - Monticello & Lawrence,1975.026517167757,11196.217792273825,0,9
1228,Public Rack - S. New England/ W. 65th,83.13923109815111,6404.999231771926,0,16
12282023,West - Chi - Cassette Repair,1147.9907442711742,5988.440356267136,0,11
1229,Public Rack - Nordica & Archer,0.0,10433.274496275475,0,12
1230,Public Rack - Newcastle & Archer,0.0,11472.895645381046,0,9
1231,Public Rack - Neenah & Archer,0.0,11649.351448154754,0,13
1232,Public Rack - Rutherford & 53rd,0.0,11237.095375955534,0,8
1233,Public Rack - McVicker & 52nd,0.0,9329.512382451278,0,6
1234,Public Rack - Linder & 51st,0.0,6291.188184729813,0,5
1235,Public Rack - Lockwood & Archer,0.0,9761.764981932189,0,16
1236,Public Rack - Parkside & Archer,0.0,9925.230240428386,0,15
1237,Public Rack - Mason & Archer,0.0,10864.021970197422,0,21
1238,Public Rack - Austin & 62nd,461.8997743438946,11744.335173209689,0,21
1239,Public Rack - S Menard & W 63rd,813.207301821676,10910.774506727417,0,20
1240,Public Rack - Parkside & 63rd,610.0892763520748,9906.019359213446,0,13
1241,Public Rack - Harlem and W. 59th,0.0,5263.541585228481,0,9
1242,Public Rack - Cicero & 64th,0.0,8704.34414092263,0,27
1243,Public Rack - Ford City Mall,0.0,1920.173618538995,0,10
1244,Public Rack - Western & 74th,0.0,9148.257181167803,0,6
1245,Public Rack - Artesian & 71st,0.0,11399.081664934916,0,12
1248,Public Rack - Sacramento & 71st,0.0,8302.346003816552,0,16
1249,Public Rack - Kedzie & 73rd,0.0,8712.394632682475,0,12
1251,Public Rack - Kedzie & 71st,0.0,7589.759251227938,0,16
1252,Public Rack - Troy & 71st,0.0,8155.623637200972,0,15
1253,Public Rack - Hamlin & 72nd,0.0,9050.334764937685,0,12
1254,Public Rack - Springfield & 71st,0.0,8977.381967545485,0,14
1255,Public Rack - Pulaski & 74th,0.0,6041.400977910647,0,8
1256,Public Rack - Springfield & 79th,0.0,12921.722510289357,0,19
1257,Public Rack - S. Kilpatrick and W. 79th,0.0,7338.910414122237,0,10
1259,Public Rack - Kostner & 83rd,1001.2988322784907,10954.673397016533,0,0
1260,Public Rack - Pulaski & 84th,781.8767659939917,11890.237476576956,0,11
1261,Public Rack - St Louis & 83rd,228.6757247362036,11023.473561499535,0,0
1262,Public Rack - St Louis & Columbus,63.62739785304342,11185.189136612207,0,1
1263,Public Rack - Columbus & 79th,0.0,12075.097871572574,0,20
1264,Public Rack - Homan & 79th,0.0,11960.549334379246,0,17
1265,Public Rack - Homan & 77th,0.0,9521.64633629742,0,10
1266,Public Rack - California & 87th,0.0,6666.63067908234,0,10
1267,Public Rack - California & 82nd,0.0,11022.698999475748,0,0
1268,Public Rack - Mozart & 79th,0.0,8332.810259346266,0,11
1269,Public Rack - Western & 79th,0.0,7815.0484741186165,0,12
1271,Public Rack - Western & 83rd,0.0,7210.830728136678,0,0
1272,Public Rack - Damen & 81st,1945.6850029880275,9837.672777775057,0,16
1273,Public Rack - Horner & 85th,775.9659267122706,11532.909186277895,0,18
1274,Public Rack - Damen & 87th,535.946467468481,8515.391729572342,0,14
1275,Public Rack - Norwood Park Station ,997.9620839933708,9567.979775677946,0,10
1276,Public Rack - Hollywood Park,1102.4227325679785,10632.559804328637,0,22
1277,Public Rack - Peterson Park,1601.8596700819478,9411.598745658168,0,5
1278,Public Rack - Wentworth Park,0.0,11318.555150921793,0,14
1279,Public Rack - Richard Daley College,0.0,8979.295506640556,0,11
1280,Public Rack - Wilbur Wright College South,0.0,6193.563990149955,0,17
1281,Public Rack - Wilbur Wright College North,0.0,4991.294863722719,0,17
1282,Public Rack - Wrightwood Metra Station,0.0,11551.150506354656,0,18
1283,Public Rack - Ashburn Metra ,502.98080720357575,11236.489986774304,0,0
1284,Public Rack - Forest Glen Station ,1614.7912054489111,9450.461018502037,0,5
13001,Michigan Ave & Washington St,3080.794390229856,18327.90288762656,5,42
13006,LaSalle St & Washington St,4623.797402626125,19613.790824738848,7,44
13008,Millennium Park,2300.015699219083,11241.076125938383,6,33
13011,Canal St & Adams St,3268.8928507105225,19803.457700408922,1,35
13016,St. Clair St & Erie St,1540.0082324603013,14765.384617660768,0,53
13017,Franklin St & Chicago Ave,2340.576292505845,13758.57635993327,1,36
13021,Clinton St & Lake St,4731.150197985247,18291.829510957148,1,26
13022,Streeter Dr & Grand Ave,644.3267847350888,8748.29944603701,0,11
13028,900 W Harrison St,3048.6428983071473,16628.038479050923,1,21
13029,Field Museum,53.58663457285678,8271.316756109207,0,11
13033,Milwaukee Ave & Grand Ave,2468.4425686042623,16840.716035412006,1,22
13034,Michigan Ave & Pearson St,0.0,14910.924482884278,1,37
13036,Michigan Ave & Madison St,2858.527548962816,13205.3467656461,8,38
13037,Clinton St & Tilden St,4122.1403886392,20341.23935164121,1,24
13042,Michigan Ave & Oak St,0.0,12733.789565570576,0,32
13045,Dearborn St & Erie St,3840.741531774621,15351.958156873363,2,53
13050,State St & Kinzie St,3244.3134791251955,21804.947601241012,2,57
13053,Green St & Washington Blvd,2787.376137331738,21280.116402272866,1,19
13056,Canal St & Monroe St,4388.366474634419,18205.922386559836,2,33
13058,Dayton St & North Ave,1980.349428924454,11649.263532538474,1,19
13059,Sheridan Rd & Argyle St,3125.8359655565096,10136.63685246828,1,34
13061,Ashland Ave & Division St,2776.7104422258767,12220.657454331764,1,24
13063,Sheridan Rd & Irving Park Rd,1100.1592348000747,9515.065540481257,1,32
13068,Western Ave & Winnebago Ave,2411.9048507242082,12818.911730029731,1,23
13071,Southport Ave & Roscoe St,3385.2877402582694,11618.947044260703,1,13
13073,Ashland Ave & Lake St,4051.320108353363,12979.4826670835,1,6
13074,Broadway & Wilson Ave,3964.535658107457,10515.253081784262,2,31
13075,Wentworth Ave & Cermak Rd,2094.0708073858473,13065.288388432997,2,29
13080,Hermitage Ave & Polk St,3654.274034959771,9388.221308667096,1,27
13081,Ogden Ave & Congress Pkwy,4074.184635944205,13559.912279130107,2,40
13083,Indiana Ave & 40th St,812.5413744642574,11291.533406425739,1,29
13084,California Ave & Milwaukee Ave,3349.1356090065447,13116.074323015255,1,27
13085,Kedzie Ave & Milwaukee Ave,2551.326672141967,12884.503413122027,1,29
13089,Damen Ave & Cullerton St,2694.786449169674,10808.252475907044,1,24
13091,Western Ave & 21st St,1200.9653028182731,9186.3216946141,1,17
13096,California Ave & 21st St,2696.7210616249777,9947.728490318934,1,17
13099,Halsted St & 18th St,1988.3046906501927,18341.404082347715,0,11
13102,Calumet Ave & 18th St,1249.7691622377433,10973.179131453368,0,9
13108,Broadway & Argyle St,3377.3710398001144,9156.472417869309,2,20
13109,Broadway & Berwyn Ave,3859.2351622195297,10411.02078578999,1,25
13124,Cannon Dr & Fullerton Ave,0.0,6666.918956466218,0,7
13128,Clark St & North Ave,1678.3234832386386,11603.305020507643,0,28
13132,Damen Ave & Chicago Ave,3479.1665750925335,12094.798968440466,0,20
13133,Damen Ave & Cortland St,3169.9767852141786,12832.414437772602,0,25
13134,Damen Ave & Madison St,2704.3545777159043,11300.833432687603,1,25
13135,Blue Island Ave & 18th St,2593.814389106423,12244.473286065093,0,20
13136,Damen Ave & Division St,2521.308687549491,11085.033277016963,0,16
13137,Broadway & Barry Ave,1440.0088350925441,10404.698049023707,0,40
13138,Canal St & Jackson Blvd,3696.5191753076324,19451.68346317533,2,27
13139,Throop St & Taylor St,2710.7504020583183,10836.876919862356,0,29
13143,Damen Ave & Melrose Ave,3718.7834633333473,11963.964297321549,0,19
13144,Seeley Ave & Roscoe St,3481.422935527603,11601.972714520498,0,20
13146,Clark St & Armitage Ave,1962.6429347125893,9767.499263001608,0,31
13150,Michigan Ave & 18th St,2813.390978620831,11377.534088253533,0,20
13154,Sheffield Ave & Kingsbury St,1474.9480983816281,10709.842900403562,1,12
13155,Racine Ave & Randolph St,1914.7382784666352,14784.578604525312,1,8
13156,Aberdeen St & Monroe St,1632.0353233918827,14342.237470091879,0,15
13157,Aberdeen St & Jackson Blvd,1900.0363991864997,14011.701193925566,2,21
13158,Peoria St & Jackson Blvd,3049.012393276096,19746.307812867457,1,28
13160,May St & Taylor St,2105.5466987179225,10075.121365669947,0,28
13162,Halsted St & 21st St,1416.941124027092,16489.39897345351,0,20
13163,Morgan St & 18th St,1648.5004325349405,13451.860806273735,0,15
13164,Racine Ave & 18th St,1899.235516617986,12272.780570057528,0,14
13165,Racine Ave & 13th St,2090.7650615824414,10585.542988725363,0,22
13179,Clark St & Lincoln Ave,1258.3056845075514,9463.240453510269,0,28
13191,Sedgwick St & Webster Ave,2301.959060953936,10294.827811771529,0,29
13192,Halsted St & Dickens Ave,3152.6514611624984,10981.706441034667,1,28
13193,Larrabee St & Webster Ave,3148.5531202217785,11243.454773293992,0,25
13194,Ogden Ave & Race Ave,1709.9184122337954,16293.114406682262,0,9
13196,Carpenter St & Huron St,1164.1068739029176,19159.52936046321,1,25
13197,Elizabeth St & Fulton St,2722.04415507813,14775.78677526587,0,2
13206,Loomis St & Jackson Blvd,1916.8785116531694,13300.710396407392,1,24
13213,State St & 29th St,1291.803975268923,16208.523820174156,0,28
13215,Rhodes Ave & 32nd St,2553.6542147034174,10236.639608136136,0,14
13216,State St & 33rd St,1959.879634905789,14457.915154466153,1,27
13217,Calumet Ave & 33rd St,3495.196239092482,11047.559123178688,0,28
13221,Wood St & Milwaukee Ave,2920.6049654239387,12080.663782232867,1,21
13224,Ashland Ave & Blackhawk St,1724.5902978653405,14026.57936046076,1,26
13229,Southport Ave & Belmont Ave,4240.231172704935,11897.737966471923,1,12
13235,Southport Ave & Waveland Ave,1281.684765896046,11464.14080311042,1,15
13241,Western Ave & Division St,1615.3628495115368,11170.856832918054,0,18
13242,Milwaukee Ave & Rockwell St,3412.8900422145657,12444.813884731399,1,26
13243,Milwaukee Ave & Wabansia Ave,3055.6340187524565,12699.337401271912,1,23
13245,Claremont Ave & Hirsch St,820.3462215895624,10475.036715105192,0,14
13247,Ashland Ave & Chicago Ave,2554.2671027140673,13019.402259417224,0,21
13248,Ashland Ave & Augusta Blvd,3253.786721421668,12415.850750609838,1,23
